	filenr	motherfile	asr_output	manual_transcription	manually_checked	duration	nr_words	wavfile_location	transcription_location
1046	289	2016031701	a a directive to protect regional minority languages similar to the race of quality a directive something like a mechanism to insure implementation of regional language speaker writes a insure the application of the charge of fundamental writes an ellen language writes observatory that collects dator on language discrimination and things like adopting the forthcoming donasty of protocol on language writes we have other recommendations i don't think i'm going have time to talk about that a	a a directive to protect regional minority languages similar to the race of quality a directive something like a mechanism to insure implementation of regional language speaker writes a insure the application of the charge of fundamental writes an ellen language writes observatory that collects dator on language discrimination and things like adopting the forthcoming donasty of protocol on language writes we have other recommendations i don't think i'm going have time to talk about that a	0	28.25	77	/media/hugo/Seagate Expansion Drive/WORK/files_for_transcription/2016031701/289_2016031701.wav.pcm	/media/hugo/Seagate Expansion Drive/ALICE_BACKUP/voshpde/asr_huggingface/divided_scripts/python_scripts/the_transcripts/2016031701/289_2016031701.wav.pcm.txt
1047	290	2016031701	but if we go back to catalan the evidence concerning catalan reveals systhemic and ituisutilized discrimination that contravanes the fundamental rite's charter this discrimination is eighty per cent of the sign being conducted by state officials therefore we think that the e must therefore consider infringement proceedings against spain	but if we go back to catalan the evidence concerning catalan reveals systhemic and ituisutilized discrimination that contravanes the fundamental rite's charter this discrimination is eighty per cent of the sign being conducted by state officials therefore we think that the e must therefore consider infringement proceedings against spain	0	20.15	49	/media/hugo/Seagate Expansion Drive/WORK/files_for_transcription/2016031701/290_2016031701.wav.pcm	/media/hugo/Seagate Expansion Drive/ALICE_BACKUP/voshpde/asr_huggingface/divided_scripts/python_scripts/the_transcripts/2016031701/290_2016031701.wav.pcm.txt
1048	291	2016031701	a to insure compliance with the u law we can compare this with the recent infringement proceedings against la vacia for discrimination against romar children where articles twenty one the child of fundamental rights was also in vokes a next steps we would like to see a for lever hearing with a fiew to draughting legistation	a to insure compliance with the u law we can compare this with the recent infringement proceedings against la vacia for discrimination against romar children where articles twenty one the child of fundamental rights was also in vokes a next steps we would like to see a for lever hearing with a fiew to draughting legistation	0	17.75	56	/media/hugo/Seagate Expansion Drive/WORK/files_for_transcription/2016031701/291_2016031701.wav.pcm	/media/hugo/Seagate Expansion Drive/ALICE_BACKUP/voshpde/asr_huggingface/divided_scripts/python_scripts/the_transcripts/2016031701/291_2016031701.wav.pcm.txt
1049	292	2016031701	lee and eriada and mi p will be hostin conference on languaged discrimination withen an on junet first and we anht to see at the launch of discussions for ar directiv and also a leve presentation about the donasty of protco which is being nauch in to december just some final remarks we must see the u asack and eradicate this form of discrimination with the same vigore as we and our forbeds stood up against other forms of racism	lee and eriada and mi p will be hostin conference on languaged discrimination withen an on junet first and we anht to see at the launch of discussions for ar directiv and also a leve presentation about the donasty of protco which is being nauch in to december just some final remarks we must see the u asack and eradicate this form of discrimination with the same vigore as we and our forbeds stood up against other forms of racism	0	24.75	80	/media/hugo/Seagate Expansion Drive/WORK/files_for_transcription/2016031701/292_2016031701.wav.pcm	/media/hugo/Seagate Expansion Drive/ALICE_BACKUP/voshpde/asr_huggingface/divided_scripts/python_scripts/the_transcripts/2016031701/292_2016031701.wav.pcm.txt
1050	390	2016031702	but i would strongly suggest before finalizing an adequacy determination you first seek the expiration of the section seven o two surveillant's programme and that adequacy actually becomes conditional	but i would strongly suggest before finalizing an adequacy determination you first seek the expiration of the section seven o two surveillant's programme and that adequacy actually becomes conditional	0	15.25	29	/media/hugo/Seagate Expansion Drive/WORK/files_for_transcription/2016031702/390_2016031702.wav.pcm	/media/hugo/Seagate Expansion Drive/ALICE_BACKUP/voshpde/asr_huggingface/divided_scripts/python_scripts/the_transcripts/2016031702/390_2016031702.wav.pcm.txt
1051	391	2016031702	on the end of seven o two there ere many other things you could do you could expect that you as to create a privacy agency you could call for comprehensive privacy framework these things would take time but the end of seven o two actually could happen thank you you very much mar amengusciti e buana belini and	on the end of seven o two there ere many other things you could do you could expect that you as to create a privacy agency you could call for comprehensive privacy framework these things would take time but the end of seven o two actually could happen thank you you very much mar amengusciti e buana belini and	0	21.05	59	/media/hugo/Seagate Expansion Drive/WORK/files_for_transcription/2016031702/391_2016031702.wav.pcm	/media/hugo/Seagate Expansion Drive/ALICE_BACKUP/voshpde/asr_huggingface/divided_scripts/python_scripts/the_transcripts/2016031702/391_2016031702.wav.pcm.txt
1052	392	2016031702	bot rather the sent for information pole e teshon reveremototles clare thank you terman and members of the committee very you likely to be in front of you here ino cort ladies and gentlemen equally i speak nat not only as the president of the centre but as a privaty petitioner somebody who had been date privateypenches for about twenty years working and trying to solve a dispol the benefit of all about including myself as a citizen whom who does	bot rather the sent for information pole e teshon reveremototles clare thank you terman and members of the committee very you likely to be in front of you here ino cort ladies and gentlemen equally i speak nat not only as the president of the centre but as a privaty petitioner somebody who had been date privateypenches for about twenty years working and trying to solve a dispol the benefit of all about including myself as a citizen whom who does	0	26.75	81	/media/hugo/Seagate Expansion Drive/WORK/files_for_transcription/2016031702/392_2016031702.wav.pcm	/media/hugo/Seagate Expansion Drive/ALICE_BACKUP/voshpde/asr_huggingface/divided_scripts/python_scripts/the_transcripts/2016031702/392_2016031702.wav.pcm.txt
1053	393	2016031702	care about privacy so let me just tak few points in my seven minutes first of all an an i believe and asent to believe that a set that private a shield is an essential and valuable data transfor mechanism that we do need in to days modern information age it delivers compliance oimpractice	care about privacy so let me just tak few points in my seven minutes first of all an an i believe and asent to believe that a set that private a shield is an essential and valuable data transfor mechanism that we do need in to days modern information age it delivers compliance oimpractice	0	22.05	54	/media/hugo/Seagate Expansion Drive/WORK/files_for_transcription/2016031702/393_2016031702.wav.pcm	/media/hugo/Seagate Expansion Drive/ALICE_BACKUP/voshpde/asr_huggingface/divided_scripts/python_scripts/the_transcripts/2016031702/393_2016031702.wav.pcm.txt
1054	394	2016031702	on books and on the ground and you're going to hear this phrase a lot from me delivering compliance and a tectice protection for people on books and on the ground im so let me say few words about pribetoshield as a trantomechanism	on books and on the ground and you're going to hear this phrase a lot from me delivering compliance and a tectice protection for people on books and on the ground im so let me say few words about pribetoshield as a trantomechanism	0	15.35	43	/media/hugo/Seagate Expansion Drive/WORK/files_for_transcription/2016031702/394_2016031702.wav.pcm	/media/hugo/Seagate Expansion Drive/ALICE_BACKUP/voshpde/asr_huggingface/divided_scripts/python_scripts/the_transcripts/2016031702/394_2016031702.wav.pcm.txt
1055	395	2016031702	i talked about diversity of transomechanisms thatis ofterly essential thereis diversity of transfers every day theth diversity of organizations large small medium and we need a spectrum of transfersthat actually fit to day's world secondly	i talked about diversity of transomechanisms thatis ofterly essential thereis diversity of transfers every day theth diversity of organizations large small medium and we need a spectrum of transfersthat actually fit to day's world secondly	0	15.25	35	/media/hugo/Seagate Expansion Drive/WORK/files_for_transcription/2016031702/395_2016031702.wav.pcm	/media/hugo/Seagate Expansion Drive/ALICE_BACKUP/voshpde/asr_huggingface/divided_scripts/python_scripts/the_transcripts/2016031702/395_2016031702.wav.pcm.txt
